ID,MP Name,Nature of membership,Start of Term,End of Term,Number of terms,Constituency,State,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills average,State Questions,State's Attendance average,,House
841800,Radha Mohan Singh,Elected,"Thursday, May 23, 2019",In office,Sixth Term,Purvi Champaran,Bihar,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at M.S. College, Bihar University, Motihari, Bihar",70,0,0,0,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
841613,Rahul Gandhi,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Wayanad,Kerala,Indian National Congress,Male,Post Graduate,"M.Phil. (Development Economics); Educated at Trinity College, Cambridge University (UK) .",49,2,0,27,51%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,22.5,0.7,51,89%,,Lok Sabha
841585,Rahul Kaswan,Elected,"Thursday, May 23, 2019",In office,Second Term,Churu,Rajasthan,Bharatiya Janata Party,Male,Graduate,"B.Com., PGDM",42,26,0,67,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,19.8,0.8,45,93%,,Lok Sabha
841604,Rahul Ramesh Shewale,Elected,"Thursday, May 23, 2019",In office,Second Term,Mumbai-South-Central,Maharashtra,Shiv Sena,Male,Diploma Course,Diploma (Civil Engineering),46,41,4,88,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841771,Raj Kumar Singh,Elected,"Thursday, May 23, 2019",In office,Second Term,Arrah,Bihar,Bharatiya Janata Party,Male,Professional Graduate,B.A. LL.B,66,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841997,Raja Amareshwara Naik,Elected,"Thursday, May 23, 2019",In office,First Term,Raichur,Karnataka,Bharatiya Janata Party,Male,Information not available,Information Not Available,62,2,0,154,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5.1,0,37,78%,,Lok Sabha
841681,Rajan Baburao Vichare,Elected,"Thursday, May 23, 2019",In office,Second Term,Thane,Maharashtra,Shiv Sena,Male,Inter/ Higher Secondary,Inter/Higher Secondary,58,9,0,73,84%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841998,Rajashree Mallick,Elected,"Thursday, May 23, 2019",In office,First Term,Jagatsinghpur,Odisha,Biju Janata Dal,Female,Information not available,Information Not Available,55,4,0,0,58%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,12.1,0.2,23,87%,,Lok Sabha
841999,Rajbahadur Singh,Elected,"Thursday, May 23, 2019",In office,First Term,Sagar,Madhya Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,51,3,0,0,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
842000,Rajdeep Roy,Elected,"Thursday, May 23, 2019",In office,First Term,Silchar,Assam,Bharatiya Janata Party,Male,Information not available,Information Not Available,49,15,0,14,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,9.8,0,27,87%,,Lok Sabha
841801,Rajendra Agrawal,Elected,"Thursday, May 23, 2019",In office,Third Term,Meerut,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.Sc. (Physics); Educated at M.M. (P.G.) College, Modi Nagar, Ghaziabad",70,36,0,50,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841634,Rajendra Dhedya Gavit,Elected,"Thursday, May 23, 2019",In office,Second Term,Palghar,Maharashtra,Shiv Sena,Male,Graduate,"B.A. Educated at Mumbai University, Maharashtra",52,10,0,33,79%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841697,Rajesh Verma,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Sitapur,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Economics) Educated at Lucknow University, Lucknow and Kanpur University, Kanpur (Uttar Pradesh)",59,5,0,18,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841682,Rajiv Pratap Rudy,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Saran,Bihar,Bharatiya Janata Party,Male,Post Graduate,"B.A. (Hons.) (Eco.), M.A. (Eco.), LL.B., Commercial Pilot Licence Educated at St. Michaels High School, Patna (Bihar), Government College and Panjab University, Chandigarh",57,32,2,57,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
841752,Rajiv Ranjan (Lalan) Singh,Elected,"Thursday, May 23, 2019",In office,Third Term,Munger,Bihar,Janata Dal (United),Male,Graduate,"B.A. (Hons.); Educated at T.N.B. College, Bhagalpur University, Bihar",64,14,0,30,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
842001,Rajkumar Chahar,Elected,"Thursday, May 23, 2019",In office,First Term,Fatehpur Sikri,Uttar Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,52,4,0,17,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
842002,Rajkumar Ranjan Singh,Elected,"Thursday, May 23, 2019",In office,First Term,Inner Manipur,Manipur,Bharatiya Janata Party,Male,Information not available,Information Not Available,67,5,0,5,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,3.5,0,5,93%,,Lok Sabha
842003,Rajmohan Unnithan,Elected,"Thursday, May 23, 2019",In office,First Term,Kasaragod,Kerala,Indian National Congress,Male,Information not available,Information Not Available,66,10,0,17,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,22.5,0.7,51,89%,,Lok Sabha
841780,Rajnath Singh,Elected,"Thursday, May 23, 2019",In office,Third Term,Lucknow,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.Sc. (Physics); Educated at Gorakhpur University, Uttar Pradesh",68,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
842004,Raju Bista,Elected,"Thursday, May 23, 2019",In office,First Term,Darjeeling,West Bengal,Bharatiya Janata Party,Male,Information not available,Information Not Available,33,20,0,39,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841710,Rajveer Singh (Raju Bhaiya),Elected,"Thursday, May 23, 2019",In office,Second Term,Etah,Uttar Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B.",60,4,0,0,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
842005,Rajvir Diler,Elected,"Thursday, May 23, 2019",In office,First Term,Hathras,Uttar Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,61,0,0,3,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841616,Rajyavardhan Singh Rathore,Elected,"Thursday, May 23, 2019",In office,Second Term,Jaipur Rural,Rajasthan,Bharatiya Janata Party,Male,Graduate,B.A,49,4,0,13,84%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,19.8,0.8,45,93%,,Lok Sabha
841683,Rakesh Singh,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Jabalpur,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Sc.; Educated at Government Science College, Jabalpur",57,8,0,25,77%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
841559,Raksha Nikhil Khadase,Elected,"Thursday, May 23, 2019",In office,Second Term,Raver,Maharashtra,Bharatiya Janata Party,Female,Graduate,B.Sc (Computer Science),32,13,0,82,77%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841684,Ram Chandra Paswan,Elected,"Thursday, May 23, 2019","Sunday, July 21, 2019",Fourth Term,Samastipur,Bihar,Lok Jan Shakti Party,Male,Matric,Matriculate,57,2,0,0,76%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),5.3,0.1,14,86,5.1,0.2,12,86%,,Lok Sabha
841719,Ram Kripal Yadav,Elected,"Thursday, May 23, 2019",In office,Fifth Term,Pataliputra,Bihar,Bharatiya Janata Party,Male,Professional Graduate,"B.A.(Hons.), LL.B. ; Educated at Magadh University, Patna (Bihar)",62,19,0,18,82%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
841558,Ram Mohan Naidu Kinjarapu,Elected,"Thursday, May 23, 2019",In office,Second Term,Srikakulam,Andhra Pradesh,Telugu Desam Party,Male,Professional Post Graduate,M.B.A,32,28,0,46,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0,29,85%,,Lok Sabha
841664,Ram Shankar Katheria,Elected,"Thursday, May 23, 2019",In office,Third Term,Etawah,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,"M.A., Ph.D.; Educated at Kanpur University, Uttar Pradesh",55,13,0,32,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
842006,Ram Shiromani,Elected,"Thursday, May 23, 2019",In office,First Term,Shrawasti,Uttar Pradesh,Bahujan Samaj Party,Male,Information not available,Information Not Available,,16,0,1,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841720,Ram Swaroop Sharma,Elected,"Thursday, May 23, 2019",In office,Second Term,Mandi,Himachal Pradesh,Bharatiya Janata Party,Male,Matric,10th Class,61,7,0,3,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5,0,4,99%,,Lok Sabha
841803,Rama Devi,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Sheohar,Bihar,Bharatiya Janata Party,Female,Professional Graduate,"B.A., LL.B.; S.K.J.Law College, Bihar University, Muzaffarpur and Jaintpur College, Bihar University, Vaishali",70,26,4,74,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
842007,Ramakant Bhargava,Elected,"Thursday, May 23, 2019",In office,First Term,Vidisha,Madhya Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,66,1,0,1,86%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
842008,Ramapati Ram Tripathi,Elected,"Thursday, May 23, 2019",In office,First Term,Deoria,Uttar Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,68,4,2,35,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841732,Ramcharan Bohara,Elected,"Thursday, May 23, 2019",In office,Second Term,Jaipur,Rajasthan,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Higher Secondary,63,17,0,70,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,19.8,0.8,45,93%,,Lok Sabha
841772,Ramdas Chandrabhanji Tadas,Elected,"Thursday, May 23, 2019",In office,Second Term,Wardha,Maharashtra,Bharatiya Janata Party,Male,Under Graduate,Undergraduate,66,13,0,84,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841685,Ramesh Bidhuri,Elected,"Thursday, May 23, 2019",In office,Second Term,South Delhi,Delhi,Bharatiya Janata Party,Male,Professional Graduate,"B.Com., LL.B.",58,16,0,8,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.8,45,85%,,Lok Sabha
842009,Ramesh Chand,Elected,"Thursday, May 23, 2019",In office,First Term,Bhadohi,Uttar Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,45,2,0,0,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841773,Ramesh Chandappa Jigajinagi,Elected,"Thursday, May 23, 2019",In office,Sixth Term,Bijapur,Karnataka,Bharatiya Janata Party,Male,Post Graduate,"M.A.; Educated at S.B.New Arts College, Bijapur , Karnataka",67,0,0,0,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5.1,0,37,78%,,Lok Sabha
841733,Ramesh Chander Kaushik,Elected,"Thursday, May 23, 2019",In office,Second Term,Sonipat,Haryana,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B.",63,4,0,62,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,6.4,0,21,94%,,Lok Sabha
842010,Ramesh Chandra Majhi,Elected,"Thursday, May 23, 2019",In office,First Term,Nabarangpur,Odisha,Biju Janata Dal,Male,Information not available,Information Not Available,41,12,0,12,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,12.1,0.2,23,87%,,Lok Sabha
841707,Ramesh Pokhriyal Nishank,Elected,"Thursday, May 23, 2019",In office,Second Term,Hardwar,Uttarakhand,Bharatiya Janata Party,Male,Doctorate,M.A. Ph.D,60,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
842011,Rameshbhai Lavjibhai Dhaduk,Elected,"Thursday, May 23, 2019",In office,First Term,Porbandar,Gujarat,Bharatiya Janata Party,Male,Information not available,Information Not Available,57,4,0,27,72%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0.4,37,92%,,Lok Sabha
841614,Rameswar Teli,Elected,"Thursday, May 23, 2019",In office,Second Term,Dibrugarh,Assam,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Higher Secondary,49,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
842012,Rampreet Mandal,Elected,"Thursday, May 23, 2019",In office,First Term,Jhanjharpur,Bihar,Janata Dal (United),Male,Information not available,Information Not Available,65,8,0,20,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
842013,Ramulu Pothuganti,Elected,"Thursday, May 23, 2019",In office,First Term,Nagarkurnool,Telangana,Telangana Rashtra Samithi,Male,Information not available,Information Not Available,67,12,0,0,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,8.4,0,29,80%,,Lok Sabha
842014,Ramya Haridas,Elected,"Thursday, May 23, 2019",In office,First Term,Alathur,Kerala,Indian National Congress,Female,Information not available,Information Not Available,33,17,0,68,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,22.5,0.7,51,89%,,Lok Sabha
841686,Ranjanben Bhatt,Elected,"Thursday, May 23, 2019",In office,Second Term,Vadodara,Gujarat,Bharatiya Janata Party,Female,Inter/ Higher Secondary,,57,8,0,69,86%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0.4,37,92%,,Lok Sabha
842015,Ranjeeta Koli,Elected,"Thursday, May 23, 2019",In office,First Term,Bharatpur,Rajasthan,Bharatiya Janata Party,Female,Information not available,Information Not Available,40,11,0,28,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,19.8,0.8,45,93%,,Lok Sabha
842016,Ranjeetsinha Hindurao Naik Nimbalkar,Elected,"Thursday, May 23, 2019",In office,First Term,Madha,Maharashtra,Bharatiya Janata Party,Male,Information not available,Information Not Available,42,2,0,4,44%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841753,Raosaheb Patil Danve,Elected,"Thursday, May 23, 2019",In office,Fifth Term,Jalna,Maharashtra,Bharatiya Janata Party,Male,Under Graduate,"Educated at J.E.S., Jalna, Maharashtra",64,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
842017,Ratansinh Magansing Rathod,Elected,"Thursday, May 23, 2019",In office,First Term,Panchmahal,Gujarat,Bharatiya Janata Party,Male,Information not available,Information Not Available,59,5,0,14,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0.4,37,92%,,Lok Sabha
841781,Rathod Dipsinh Shankarsinh,Elected,"Thursday, May 23, 2019",In office,Second Term,Sabarkantha,Gujarat,Bharatiya Janata Party,Male,Under Matric,Under Matric,67,0,0,17,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0.4,37,92%,,Lok Sabha
842018,Rathva Gitaben Vajesingbhai,Elected,"Thursday, May 23, 2019",In office,First Term,Chhota Udaipur,Gujarat,Bharatiya Janata Party,Female,Information not available,Information Not Available,47,10,0,82,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0.4,37,92%,,Lok Sabha
841782,Rattan Lal Kataria,Elected,"Thursday, May 23, 2019",In office,Third Term,Ambala,Haryana,Bharatiya Janata Party,Male,Post Graduate,"B.A. (Hons. in Political Science), M.A., LL.B.; Educated at Kurukshetra University, Kurukshetra and S.D. College, Ambala Cantt. (Haryana)",68,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841754,Ravi Shankar Prasad,Elected,"Thursday, May 23, 2019",In office,First Term,Patna Sahib,Bihar,Bharatiya Janata Party,Male,Post Graduate,"B.A.Hons., M.A. (Pol.Science), LL.B.; Educated at Patna University",65,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841679,Ravindra Kushawaha,Elected,"Thursday, May 23, 2019",In office,Second Term,Salempur,Uttar Pradesh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Intermediate,57,10,0,36,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
842019,Ravindra Shyamnarayan,Elected,"Thursday, May 23, 2019",In office,First Term,Gorakhpur,Uttar Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,50,18,4,82,82%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841588,Ravneet Singh,Elected,"Thursday, May 23, 2019",In office,Third Term,Ludhiana,Punjab,Indian National Congress,Male,Graduate,"B.C.A., Educated at Guru Nanak Public School, Chandigarh and Eastern Institute for Integrated Learning in Management University, Sikkim",44,10,0,62,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.4,0,21,76%,,Lok Sabha
