ID,MP Name,Nature of membership,Start of Term,End of Term,Number of terms,Constituency,State,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills average,State Questions,State's Attendance average,,House
841641,Meenakashi Lekhi,Elected,"Thursday, May 23, 2019",In office,Second Term,New Delhi,Delhi,Bharatiya Janata Party,Female,Professional Graduate,"B.Sc. (Hons), LL.B. Educated at Hindu College",52,30,0,70,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.8,45,85%,,Lok Sabha
841965,Mimi Chakraborty,Elected,"Thursday, May 23, 2019",In office,First Term,Jadavpur,West Bengal,All India Trinamool Congress,Female,Information not available,Information Not Available,30,5,0,18,32%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841966,Mitesh Rameshbhai Patel,Elected,"Thursday, May 23, 2019",In office,First Term,Anand,Gujarat,Bharatiya Janata Party,Male,Diploma Course,"Diploma in Telecom Engineering (Electronics & T.C.) Educated at Board of Technical Examination, Karnataka",54,9,0,15,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0.4,37,92%,,Lok Sabha
841967,Mohammad Akbar Lone,Elected,"Thursday, May 23, 2019",In office,First Term,Baramulla,Jammu and Kashmir,Jammu & Kashmir National Conference,Male,Graduate,"B.A. LL.B. Educated at Kashmir University and Aligarh Muslim University, U.P",72,3,0,0,61%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.4,0,15,76%,,Lok Sabha
841968,Mohammad Azam Khan,Elected,"Thursday, May 23, 2019",In office,First Term,Rampur,Uttar Pradesh,Samajwadi Party,Male,Information not available,Information Not Available,71,5,0,11,81%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841969,Mohammad Jawed,Elected,"Thursday, May 23, 2019",In office,First Term,Kishanganj,Bihar,Indian National Congress,Male,Information not available,Information Not Available,,9,0,19,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
841970,Mohammad Sadique,Elected,"Thursday, May 23, 2019",In office,First Term,Faridkot,Punjab,Indian National Congress,Male,Under Matric,Under Matric,80,5,0,2,72%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.4,0,21,76%,,Lok Sabha
841971,Mohan Mandavi,Elected,"Thursday, May 23, 2019",In office,First Term,Kanker,Chhattisgarh,Bharatiya Janata Party,Male,Post Graduate,"M.A. (History) Educated at Government Post Graduate College, Kanker, Chhattisgarh",62,5,0,2,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,6.3,0,19,94%,,Lok Sabha
841972,Mohanbhai Delkar,Elected,"Thursday, May 23, 2019",In office,Seventh Term,Dadra and Nagar Haveli,,Independent,Male,Graduate,B.A.,57,15,0,12,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,15,0,12,88%,,Lok Sabha
841779,Mohanbhai Kalyanjibhai Kundariya,Elected,"Thursday, May 23, 2019",In office,Second Term,Rajkot,Gujarat,Bharatiya Janata Party,Male,Matric,SSC,68,6,0,95,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0.4,37,92%,,Lok Sabha
841626,Mukesh Rajput,Elected,"Thursday, May 23, 2019",In office,Second Term,Farrukhabad,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,B.Sc.,51,14,0,21,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841818,Mulayam Singh Yadav,Elected,"Thursday, May 23, 2019",In office,Seventh Term,Mainpuri,Uttar Pradesh,Samajwadi Party,Male,Post Graduate,"B.A., B.T., M.A. (Political Science); Educated at K.K. College, Etawah, A.K. College, Shikohabad and B.R. College, Agra University, Agra, Uttar Pradesh",80,1,0,0,67%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841973,N. Reddeppa,Elected,"Thursday, May 23, 2019",In office,First Term,Chittoor,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,"M.A., B.L. Educated at S.V. University, Tirupati and Andhra University, Vizag, Andhra Pradesh",68,4,0,30,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0,29,85%,,Lok Sabha
841704,N.K.Premachandran,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Kollam,Kerala,Revolutionary Socialist Party,Male,Professional Graduate,"B.Sc, L.L.B",59,91,7,62,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,22.5,0.7,51,89%,,Lok Sabha
841627,Naba Kumar Sarania (Hira),Elected,"Thursday, May 23, 2019",In office,Second Term,Kokrajhar,Assam,Independent,Male,Inter/ Higher Secondary,Higher Secondary,50,10,0,45,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,9.8,0,27,87%,,Lok Sabha
841974,Nakul Nath,Elected,"Thursday, May 23, 2019",In office,First Term,Chhindwara,Madhya Pradesh,Indian National Congress,Male,Graduate,"Bachelor of Business Administration (BBA) Educated at Bay State College, Boston, USA",45,1,0,2,74%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
841642,Nalin Kumar Kateel,Elected,"Thursday, May 23, 2019",In office,Third Term,Dakshina Kannada,Karnataka,Bharatiya Janata Party,Male,Matric,"Educated at St. Philomeaia Higher School, Puttar, T.W. D.K. Distt. Karnataka",53,9,0,93,81%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5.1,0,37,78%,,Lok Sabha
841730,Nama Nageswara Rao,Elected,"Thursday, May 23, 2019",In office,Second Term,Khammam,Telangana,Telangana Rashtra Samithi,Male,Inter/ Higher Secondary,,62,20,0,27,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,8.4,0,29,80%,,Lok Sabha
841769,Nandkumar Singh Chouhan (Nandu Bhaiya),Elected,"Thursday, May 23, 2019",In office,Sixth Term,Khandwa,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Seva Sadan Mahavidyalaya, Burhanpur",67,5,0,4,81%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
841750,Naranbhai Kachhadia,Elected,"Thursday, May 23, 2019",In office,Third Term,Amreli,Gujarat,Bharatiya Janata Party,Male,Under Matric,"Educated at Charkhadiya, Govt. of Primary School",64,38,4,91,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0.4,37,92%,,Lok Sabha
841975,Narender Kumar,Elected,"Thursday, May 23, 2019",In office,First Term,Jhunjhunu,Rajasthan,Bharatiya Janata Party,Male,Information not available,Information Not Available,59,14,0,2,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,19.8,0.8,45,93%,,Lok Sabha
841566,Narendra Modi,Elected,"Thursday, May 23, 2019",In office,Second Term,Varanasi,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,Post Graduate,69,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841718,Narendra Singh Tomar,Elected,"Thursday, May 23, 2019",In office,Third Term,Morena,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,"Educated at Jiwaji University, Gwalior, Madhya Pradesh",62,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841976,Navnit Ravi Rana,Elected,"Thursday, May 23, 2019",In office,First Term,Amravati,Maharashtra,Independent,Female,Graduate,Bachelor of Commerce (B.Com),34,17,0,4,74%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841977,Nayab Singh,Elected,"Thursday, May 23, 2019",In office,First Term,Kurukshetra,Haryana,Bharatiya Janata Party,Male,Information not available,Information Not Available,49,6,0,12,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,6.4,0,21,94%,,Lok Sabha
841612,Nihalchand,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Ganganagar,Rajasthan,Bharatiya Janata Party,Male,Graduate,B.A. Educated at Rai Singh Nagar (Ajmer University),48,20,3,54,86%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,19.8,0.8,45,93%,,Lok Sabha
841643,Niranjan Jyoti,Elected,"Thursday, May 23, 2019",In office,Second Term,Fatehpur,Uttar Pradesh,Bharatiya Janata Party,Female,Inter/ Higher Secondary,Intermediate,52,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841628,Nishikant Dubey,Elected,"Thursday, May 23, 2019",In office,Third Term,Godda,Jharkhand,Bharatiya Janata Party,Male,Professional Post Graduate,"B.A. (H), M.B.A.; Educated at Marwari College Bhagalpur (Bihar) and F.M.S. Delhi University (Delhi)",50,58,4,75,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.8,0.8,39,71%,,Lok Sabha
841978,Nisith Pramanik,Elected,"Thursday, May 23, 2019",In office,First Term,Cooch Behar,West Bengal,Bharatiya Janata Party,Male,Information not available,Information Not Available,,5,0,0,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841979,Nitesh Ganga Deb,Elected,"Thursday, May 23, 2019",In office,First Term,Sambalpur,Odisha,Bharatiya Janata Party,Male,Information not available,Information Not Available,47,8,0,26,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,12.1,0.2,23,87%,,Lok Sabha
841731,Nitin Jairam Gadkari,Elected,"Thursday, May 23, 2019",In office,Second Term,Nagpur,Maharashtra,Bharatiya Janata Party,Male,Post Graduate,"M.Com., LL.B. and Diploma in Business Management",62,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841653,Nityanand Rai,Elected,"Thursday, May 23, 2019",In office,Second Term,Ujiarpur,Bihar,Bharatiya Janata Party,Male,Graduate,B.A. (Hons),53,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841980,Nusrat Jahan Ruhi,Elected,"Thursday, May 23, 2019",In office,First Term,Basirhat,West Bengal,All India Trinamool Congress,Female,Information not available,Information Not Available,,6,0,20,35%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841677,Om Birla,Elected,"Thursday, May 23, 2019",In office,Second Term,Kota,Rajasthan,Bharatiya Janata Party,Male,Post Graduate,M.Com,57,N/A,N/A,N/A,N/A,"As a Speaker, this MP does not sign the attendance register and participate in debates and questions. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841981,Omprakash,Elected,"Thursday, May 23, 2019",In office,First Term,Osmanabad,Maharashtra,Shiv Sena,Male,Information not available,Information Not Available,36,12,0,25,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841668,P. C. Mohan,Elected,"Thursday, May 23, 2019",In office,Third Term,Bangalore Central,Karnataka,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Educated at Vijiya College,56,2,0,30,77%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5.1,0,37,78%,,Lok Sabha
841982,P. Raveendranath Kumar,Elected,"Thursday, May 23, 2019",In office,First Term,Theni,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Information not available,Information Not Available,39,42,0,36,79%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
841983,P. Velusamy,Elected,"Thursday, May 23, 2019",In office,First Term,Dindigul,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Information not available,Information Not Available,52,3,0,13,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
841790,P.C. Gaddigoudar,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Bagalkot,Karnataka,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LLB; Educated at Basaveshwar Arts College, Bagalkot and Raja Lokhamagouda College, Belgaum",68,3,0,3,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5.1,0,37,78%,,Lok Sabha
841791,P.K. Kunhalikutty,Elected,"Thursday, May 23, 2019",In office,Second Term,Malappuram,Kerala,Indian Union Muslim League,Male,Diploma Course,"B.com., Diploma in Business Management, Educated at Aligarh Muslim University",68,19,0,40,75%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,22.5,0.7,51,89%,,Lok Sabha
841760,P.P. Chaudhary,Elected,"Thursday, May 23, 2019",In office,Second Term,Pali,Rajasthan,Bharatiya Janata Party,Male,Professional Graduate,"B.Sc., L.L.B, studied at Jai Narayan Vyas University, Jodhpur (Rajasthan)",66,22,4,89,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,19.8,0.8,45,93%,,Lok Sabha
841593,P.P. Mohammed Faizal,Elected,"Thursday, May 23, 2019",In office,Second Term,Lakshadweep,,Nationalist Congress Party,Male,Professional Post Graduate,M.B.A.,44,10,0,51,63%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10,0,51,63%,,Lok Sabha
841792,P.R. Natarajan,Elected,"Thursday, May 23, 2019",In office,Second Term,Coimbatore,Tamil Nadu,Communist Party of India (Marxist),Male,Under Graduate,B.A (Incomplete); Educated at Madras University,68,20,0,45,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
841569,P.V. Midhun Reddy,Elected,"Thursday, May 23, 2019",In office,Second Term,Rajampet,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Professional Post Graduate,MBA,42,11,0,29,81%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0,29,85%,,Lok Sabha
841770,Pakauri Lal,Elected,"Thursday, May 23, 2019",In office,Second Term,Robertsganj,Uttar Pradesh,Apna Dal,Male,Under Matric,,67,1,0,0,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841984,Pallab Lochan Das,Elected,"Thursday, May 23, 2019",In office,First Term,Tezpur,Assam,Bharatiya Janata Party,Male,Information not available,Information Not Available,40,9,0,11,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,9.8,0,27,87%,,Lok Sabha
841662,Pankaj Chowdhary,Elected,"Thursday, May 23, 2019",In office,Sixth Term,Maharajganj,Bihar,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at Gorakhpur University, Gorakhpur (Uttar Pradesh)",55,10,0,56,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841985,Parbhatbhai Savabhai Patel,Elected,"Thursday, May 23, 2019",In office,First Term,Banaskantha,Gujarat,Bharatiya Janata Party,Male,Information not available,Information Not Available,71,9,0,26,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0.4,37,92%,,Lok Sabha
841570,Parvesh Sahib Singh Verma,Elected,"Thursday, May 23, 2019",In office,Second Term,West Delhi,Delhi,Bharatiya Janata Party,Male,Professional Post Graduate,M.B.A.,42,17,4,80,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.8,45,85%,,Lok Sabha
841986,Pashu Pati Kumar Paras,Elected,"Thursday, May 23, 2019",In office,First Term,Hajipur,Bihar,Lok Jan Shakti Party,Male,Information not available,Information Not Available,,1,0,3,65%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
841799,Pashupati Nath Singh,Elected,"Thursday, May 23, 2019",In office,Third Term,Dhanbad,Jharkhand,Bharatiya Janata Party,Male,Graduate,B.Sc.,70,9,0,33,77%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.8,0.8,39,71%,,Lok Sabha
841987,Patel Hasmukhbhai Somabhai,Elected,"Thursday, May 23, 2019",In office,First Term,Ahmedabad East,Gujarat,Bharatiya Janata Party,Male,Information not available,Information Not Available,59,3,0,8,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0.4,37,92%,,Lok Sabha
841705,Pinaki Misra,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Puri,Odisha,Biju Janata Dal,Male,Professional Graduate,"B.A. (Hist.) Hons., LL.B.; Educated at St. Xavier`s School, Delhi, St. Stephen`s College and Faculty of Law, Delhi University",60,17,0,51,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,12.1,0.2,23,87%,,Lok Sabha
841988,Pocha. Brahmananda Reddy,Elected,"Thursday, May 23, 2019",In office,First Term,Nandyal,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Information not available,Information Not Available,61,5,0,0,86%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0,29,85%,,Lok Sabha
841584,Poonam Mahajan Alias Poonam Vajendla Rao,Elected,"Thursday, May 23, 2019",In office,Second Term,Mumbai-North-Central,Maharashtra,Bharatiya Janata Party,Female,Graduate,"Graduate, Diploma Course",39,5,0,60,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841594,Poonamben Hematbhai Maadam,Elected,"Thursday, May 23, 2019",In office,Second Term,Jamnagar,Gujarat,Bharatiya Janata Party,Female,Graduate,Graduate,45,8,0,40,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0.4,37,92%,,Lok Sabha
841654,Pradan Baruah,Elected,"Thursday, May 23, 2019",In office,Second Term,Lakhimpur,Assam,Bharatiya Janata Party,Male,Diploma Course,"Diploma in Mech. Engg. In 1985 from Dibrugarh Politechnic, Assam, Passed H.S.L.C. from SEBA in 1980 from Silapathar R.H.S. School",53,0,0,4,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,9.8,0,27,87%,,Lok Sabha
841989,Pradeep Kumar,Elected,"Thursday, May 23, 2019",In office,First Term,Kairana,Uttar Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,50,11,0,0,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841663,Pradeep Kumar Singh,Elected,"Thursday, May 23, 2019",In office,Second Term,Araria,Bihar,Bharatiya Janata Party,Male,Matric,"Bihar School Examination Board, Patna",54,9,0,38,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
841990,Pradyut Bordoloi,Elected,"Thursday, May 23, 2019",In office,First Term,Nawgong,Assam,Indian National Congress,Male,Information not available,Information Not Available,59,9,0,26,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,9.8,0,27,87%,,Lok Sabha
841696,Prahlad Singh Patel,Elected,"Thursday, May 23, 2019",In office,Fifth Term,Damoh,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"B.Sc., LL.B., M.A. (Philosophy); Educated at Adarsh Vigyan Mahavidyalaya and U.T.D. Rani Durgawati University, Jabalpur (Madhya Pradesh)",59,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841991,Prajwal Ravanna,Elected,"Thursday, May 23, 2019",In office,First Term,Hassan,Karnataka,Janata Dal (Secular),Male,Information not available,Information Not Available,29,1,0,0,39%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5.1,0,37,78%,,Lok Sabha
841678,Pralhad Venkatesh Joshi,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Dharwad,Karnataka,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at K.S. Arts College, Hubli",57,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841992,Pramila Bisoyi,Elected,"Thursday, May 23, 2019",In office,First Term,Aska,Odisha,Biju Janata Dal,Female,Information not available,Information Not Available,71,2,0,10,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,12.1,0.2,23,87%,,Lok Sabha
841751,Prasun Banerjee,Elected,"Thursday, May 23, 2019",In office,Third Term,Howrah,West Bengal,All India Trinamool Congress,Male,Graduate,B.Sc.,64,8,0,36,82%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841993,Pratap Chandra Sarangi,Elected,"Thursday, May 23, 2019",In office,First Term,Balasore,Odisha,Bharatiya Janata Party,Male,Information not available,Information Not Available,64,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841994,Prataprao Patil Chikhalikar,Elected,"Thursday, May 23, 2019",In office,First Term,Nanded,Maharashtra,Bharatiya Janata Party,Male,Information not available,Information Not Available,58,6,0,38,54%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841574,Prathap Simha,Elected,"Thursday, May 23, 2019",In office,Second Term,Mysore,Karnataka,Bharatiya Janata Party,Male,Post Graduate,Master in Communication and Journalism,43,1,0,10,84%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5.1,0,37,78%,,Lok Sabha
841995,Pratima Bhoumik,Elected,"Thursday, May 23, 2019",In office,First Term,Tripura West,Tripura,Bharatiya Janata Party,Female,Information not available,Information Not Available,,10,0,50,84%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,8,0,75,91%,,Lok Sabha
841655,Pratima Mondal,Elected,"Thursday, May 23, 2019",In office,Second Term,Jaynagar,West Bengal,All India Trinamool Congress,Female,Post Graduate,"M.A., B.Ed.",53,28,0,33,82%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841555,Pravin Kumar Nishad,Elected,"Thursday, May 23, 2019",In office,Second Term,Sant Kabir Nagar,Uttar Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"Mechanical Engineering from Gautam Buddha University, Lucknow",30,2,0,10,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841813,Preneet Kaur,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Patiala,Punjab,Indian National Congress,Female,Graduate,"B.A., T.T.C.; Educated at St. Bedes College and Convent of Jesus and Mary College, Shimla, Himachal Pradesh",75,5,0,0,86%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.4,0,21,76%,,Lok Sabha
843534,Prince Raj,Elected,"Thursday, October 24, 2019",In office,First Term,Samastipur,Bihar,Lok Jan Shakti Party,Male,Information not available,Information not available,,3,0,0,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),4.6,0.1,15,86,4.3,0.1,13,86%,,Lok Sabha
841577,Pritam Gopinath Munde,Elected,"Thursday, May 23, 2019",In office,Second Term,Beed,Maharashtra,Bharatiya Janata Party,Female,Professional Graduate,"MBBS, D.Y. Patil Institute, Navi Mumbai",36,8,0,91,84%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841600,Pushpendra Singh Chandel,Elected,"Thursday, May 23, 2019",In office,Second Term,Hamirpur,Himachal Pradesh,Bharatiya Janata Party,Male,Post Graduate,"MA, LLB",46,302,4,87,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841996,Queen Oja,Elected,"Thursday, May 23, 2019",In office,First Term,Gauhati,Assam,Bharatiya Janata Party,Female,Information not available,Information Not Available,69,15,0,38,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,9.8,0,27,87%,,Lok Sabha
841706,R.K. Singh Patel,Elected,"Thursday, May 23, 2019",In office,Second Term,Banda,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at University of Allahabad, Uttar Pradesh",60,11,0,6,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
