Title,Date,Participants,Ref.Keywords
"Discussion on the motion for consideraion of the Constitution (Scheduled Castes) Order (Amendment) Bill, 2016 (Discussion Concluded and Bill Passed).",15-03-2016,"Yadav Shri Laxmi Narayan,Mondal Smt. Pratima,Kushawaha Shri Ravindra,Velagapalli Dr. Vara Prasadarao,Rajoria Dr. Manoj,Misra Shri Ajay (Teni),Yadav Shri Dharmendra,Raj Dr. Udit,Phoole Sushree Sadhvi Savitri Bai,Ghubaya Shri Sher Singh,Suman Shri Balka,Solanki Dr. Kirit Premjibhai,Rai Shri Prem Das,Kumar Shri Kaushalendra,Swain Shri Ladu Kishore,Sampath Shri Anirudhan,Chhotelal Shri ,Chinnaraj Shri Gopalakrishnan,Pandula Dr. Ravindra Babu ,Ranjan (Pappu Yadav) Shri Rajesh,Muniyappa Shri K.H.,Muniyappa Shri K.H.,Kataria Shri Rattan Lal,Kashyap Shri Virender,Lokhande Shri Sadashiv Kisan,Singh Shri Virendra,Patle Smt. Kamla Devi,Dhruvanarayana Shri Rangaswamy,Yadav Shri Jay Prakash Narayan,GEHLOT SHRI THAAWAR CHAND,GEHLOT SHRI THAAWAR CHAND","Economic and Social Development,Employment Opportunities,Fund Allocation,Judicial Services,Reservation Policy,Scheduled Castes,Scheduled Tribes,Social Justice,Backlog Vacancies,Tribal Welfare,Welfare Measures,Nomadic Tribes"
"Amendments made by Rajya Sabha in the Bureau of Indian Standards Bill, 2015 ",14-03-2016,Paswan Shri Ram Vilas,
"Introduction of the Appropriation (Vote on Account) Bill, 2016. ",14-03-2016,JAITLEY SHRI ARUN,
"Introduction of the Appropriation Bill, 2016. ",14-03-2016,JAITLEY SHRI ARUN,
"Amendments made by the Rajya Sabha agreed to the Carriage By Air (Amendment) Bill, 2015. ",11/3/2016,Pusapati Shri Ashok Gajapati Raju,
"Amedments made by the Rajya Sabha agreed to the High Court and Supreme Court Judges (Salaries and Conditions of Service) Amendment Bill, 2015",11/3/2016,Gowda Shri D.V. Sadananda,
"Discussion on the Aadhaar (Targeted Delivery of Financial and Other Subsidies, Benefits and Services) Bill, 2016 (Discussion Concluded and Bill Passed). ",11/3/2016,"Senguttuvan Shri Balasubramaniam,Agrawal Shri Rajendra,Ram Mohan Naidu Shri Kinjarapu,Muddahanumegowda Shri S.P.,Satav Shri Rajeev Shankarrao,Reddy Shri Konda Vishweshwar,Kumar Shri Kaushalendra,Satpathy Shri Tathagata,Reddy Shri Mekapati Rajamohan,Kharge Shri Mallikarjun ,Mahtab Shri Bhartruhari,Chaudhury Shri Jitendra,Singh Shri Ganesh,Owaisi Shri Asaduddin,Venugopal Dr. Ponnusamy,Sawant Shri Arvind Ganpat,Yadav Shri Jay Prakash Narayan,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN","Information Dissemination,Money Bills,National Security,Private Enterprises,Food Security,Below Poverty Line,Voters List,LPG Subsidies,Socio-economic Development,Unique Identification Number(UIN),National Population Register(NPR),Mahatma Gandhi National Rural Employment Guarantee Act (MNREGA),Pradhan Mantri Jan Dhan Yojana,Direct Benefit Transfer Scheme"
"Introduction of the Appropriation (Railways) Vote on Account Bill, 2016. ",9/3/2016,PRABHU SHRI SURESH,
"Introduction of the Appropriation (Railways) Bill, 2016. ",9/3/2016,PRABHU SHRI SURESH,
"Combined discussion on Statutory Resolution regarding Disapproval Of Enemy Property (Amendment And Validation) Ordinance, 2016 And Enemy Property (Amendment And Validation) Bill, 2016 ",9/3/2016,"Chaudhary Shri P.P.,Singh Shri Hukum,Adityanath Shri Yogi,Malviya Prof. Chintamani,Raj Dr. Udit,Dev Km. Sushmita,Premachandran Shri N.K.,Premachandran Shri N.K.,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Roy Prof. Saugata,Reddy Shri Mekapati Rajamohan,Singh Shri Rajnath,Singh Shri Rajnath,Owaisi Shri Asaduddin,Misra Shri Pinaki,Misra Shri Pinaki,Senthilnathan Shri PR.,George Shri (Adv.) Joice,Rao (Avnthi) Shri Muthamsetti Srinivasa,Tharoor Dr. Shashi","Citizenship,Compensation,Migrations,Debt Recovery Tribunals,Immovable Property,Succession,Court Jurisdiction"
"Introduction of the Enemy Property (Amendment and Validation) Bill, 2016. ",8/3/2016,Rijiju Shri Kiren,"China,Pakistan,Legal Heirs"
"Introduction of the Aadhaar (targeted delivery of financial and other subsidies, benefits and services) Bill, 2016.",3/3/2016,"Mahtab Shri Bhartruhari,NAIDU Shri M. VENKAIAH,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN","Citizenship,Money Bills,Subsidies,Taxation"
"Introduction of the Constitution (Scheduled Castes) Order (Amendment) Bill, 2016. ",1/3/2016,GEHLOT SHRI THAAWAR CHAND,
"Introduction of the Finance Bill, 2016. ",29-02-2016,JAITLEY SHRI ARUN,
"Discussion on the motion for consideration of the Election Laws (Amendment) Bill, 2016 (Discussion concluded and Bill Passed).  ",25-02-2016,"Gowda Shri D.V. Sadananda,Gowda Shri D.V. Sadananda,Senguttuvan Shri Balasubramaniam,Galla Shri Jayadev,Ahluwalia Shri S.S.,Premachandran Shri N.K.,Boianapalli Shri Vinod Kumar,Kumar Shri Kaushalendra,Khan Shri Md. Badariddoza,Ahmed Shri Sultan ,Salim Shri Mohammad,Banerjee Shri Kalyan,Misra Shri Pinaki,Adsul Shri Anandrao ,Singh Shri Virendra,Yadav Shri Jay Prakash Narayan,Chowdhury Shri Adhir Ranjan,","Election Commission,Elections,Fundamental Rights,Housing Schemes,Indira Awaas Yojana,Rehabilitation,Non-Resident Indians,Voters,Voting Rights,Right to Vote,Indian Citizens,Parliamentary Constituency"
"Introduction of the Election Laws (Amendment) Bill, 2016. ",24-02-2016,Gowda Shri D.V. Sadananda,
"The Payment Of Bonus (Amendment) Bill, 2015. ",22-12-2015,"Patel Shri Prahlad Singh,Kumar Dr. Virendra ,Sanghamita Dr.(Smt.) Mamtaz,Udhayakumar Shri M.,Kirtikar Shri Gajanan Chandrakant,Velagapalli Dr. Vara Prasadarao,Majhi Shri Balabhadra,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Datta Shri Sankar Prasad,Basheer Shri E. T. Mohammed,Jayadevan Shri C. N.,Poddar Smt. Aparupa,Ranjan (Pappu Yadav) Shri Rajesh,Rao (Avnthi) Shri Muthamsetti Srinivasa,Dattatreya Shri Bandaru,Dattatreya Shri Bandaru,Yadav Shri Jay Prakash Narayan","Dearness Allowance(DA),Employees Provident Fund,Industrial Development,Labour Laws,Labour Welfare,Minimum Wage,Skilled Workers,Wages,Unorganised Workers,Unorganised Sector,Atal Pension Yojana,Pradhan Mantri Suraksha Bima Yojana"
"The Insolvency And Bankruptcy Code, 2015. ",22-12-2015,"Somaiya Dr. Kirit,Roy Prof. Saugata,Mahtab Shri Bhartruhari,Karunakaran Shri P.,Bandyopadhyay Shri Sudip,Venugopal Dr. Ponnusamy,Adsul Shri Anandrao ,NAIDU Shri M. VENKAIAH,NAIDU Shri M. VENKAIAH,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN","Black Money,Business Economics,Company Law,Economic Reform,Gross Domestic Product,Industrial Development,Investment Promotion,Provident Fund,Taxation,Debt Recovery Tribunals,Foreign Direct Investment (FDI),Debt Payment,Bank Loan,Sick Industry,Goods and Services Tax (GST),Revenue Generation"
"Introduction of the Insolvency and Bankrupty Code, 2015. ",21-12-2015,"Sumitra Mahajan (Tai) ,Premachandran Shri N.K.,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN","Bankruptcy,Insolvency,Partnership Act"
"Discussion on the motion for consideration of the National Waterways Bill, 2015. ",21-12-2015,"Chaudhary Shri P.P.,Patel Shri Prahlad Singh,Maurya Shri Keshav Prasad,Kumar Dr. Arun,Singh Shri Sushil Kumar,Saumitra Shri Khan,K. Shri Parasuraman,Pandey Dr. Mahendra Nath,Vanaroja Smt. R.,Velagapalli Dr. Vara Prasadarao,Kaswan Shri Rahul,Shetty Shri Gopal Chinayya,Misra Shri Ajay (Teni),Galla Shri Jayadev,Raut Shri Vinayak Bhaurao,Chandumajra Shri Prem Singh,Ahluwalia Shri S.S.,Premachandran Shri N.K.,Solanki Dr. Kirit Premjibhai,Samal Dr. Kulamani,Kumar Shri Kaushalendra,Reddy Shri Mekapati Rajamohan,Verma Shri Bhanu Pratap Singh,Khan Shri Md. Badariddoza,Deka Shri Ramen,Karunakaran Shri P.,De(Nag) Dr. (Smt.) Ratna,Basheer Shri E. T. Mohammed,Gadkari Shri Nitin Jairam,Gadkari Shri Nitin Jairam,Shekhawat Shri Gajendra Singh,Choubey Shri Ashwini Kumar,Ranjan (Pappu Yadav) Shri Rajesh,Kesineni Shri Srinivas,Tripathi Shri Sharad,Sawant Shri Arvind Ganpat,Pandey Shri Ravindra Kumar,Singh Shri Virendra,Wanaga Shri Chintaman Navsha,Devi Smt. Rama,Pal Shri Jagdambika,Patil Shri Bheemrao Baswanthrao,Yadav Shri Jay Prakash Narayan,,","Accidents,Dredging,Drought Relief,Environmental Protection,Flood Control,Industrial Development,Inland Water Transport,Inland Waterways,Irrigation Development,Pollution Control,Tourism Development,Tourism Promotion,Transportation,Infrastructure Development,Employment Generation,Desiltation,Drainage System,Inter-linking of rivers,Public Private Partnership (PPP),Traffic Congestion,National Waterways"
"Further discussion on statutory resolution regarding Disapproval of Arbitration and Conciliation (Amendment ) Ordinance and Arbitration and Conciliation (Amendment) Bill, 2015 . ",17-12-2015,"Sonkar Shri Vinod Kumar,Mishra Shri Bhairon Prasad,Chaudhary Shri P.P.,Singh Dr. Bhola,Kumar Dr. Arun,Gowda Shri D.V. Sadananda,Gowda Shri D.V. Sadananda,Senguttuvan Shri Balasubramaniam,Senguttuvan Shri Balasubramaniam,Velagapalli Dr. Vara Prasadarao,Velagapalli Dr. Vara Prasadarao,Shetty Shri Gopal Chinayya,Misra Shri Ajay (Teni),Shrirang Shri Chandu Barne,Reddy Shri A.P. Jithender,Thota Shri Narasimham,Premachandran Shri N.K.,Boianapalli Shri Vinod Kumar,Kumar Shri Kaushalendra,Satpathy Shri Tathagata,Reddy Shri Mekapati Rajamohan,Ghosh Km. Arpita,George Shri (Adv.) Joice,George Shri (Adv.) Joice,Kesineni Shri Srinivas,Tripathi Shri Sharad,Kataria Shri Rattan Lal,Pal Shri Jagdambika,Yadav Shri Jay Prakash Narayan,NAIDU Shri M. VENKAIAH","Dispute Settlement,Fees,High Courts,Industrial Growth,Judicial Reforms,Liberalism,Litigation,Maritime Law,Oil Fields,Trade Policy,Legal System,Judicial Delay,Negotiations,Public Interest Litigation (PIL),Cost,WTO,Industrial Disputes,Foreign Direct Investment (FDI),Ordinance,Bhopal Gas Tragedy,Fast Track Court"
"Further discussion on the motion for consideration of the Commercial Courts, Commercial Division and Commercial Appellate Division of High Courts Bill, 2015 (Discussion Concluded and Bill Passed). ",16-12-2015,"Chautala Shri Dushyant,Chaudhary Shri P.P.,Mishra Shri Daddan,Kumar Dr. Arun,Gowda Shri D.V. Sadananda,Senguttuvan Shri Balasubramaniam,Velagapalli Dr. Vara Prasadarao,Raut Shri Vinayak Bhaurao,Kumar Shri Santosh,Premachandran Shri N.K.,Ghubaya Shri Sher Singh,Boianapalli Shri Vinod Kumar,Satpathy Shri Tathagata,Azad Shri Kirti (JHA),Rajesh Shri M. B.,Ghosh Km. Arpita,Pandula Dr. Ravindra Babu ,Ranjan (Pappu Yadav) Shri Rajesh","Civil Procedure Code,Commercial Law,Foreign Investments,Fundamental Rights,High Courts,Indian Judicial Service,Investments,Judicial Reforms,Legal Reforms,Quality Education,Infrastructure Facilities,Judicial Delay,Appointment,Judicial System,Pending Cases,Foreign Direct Investment (FDI),Commercial Issues,Trade and Commerce,Commercial Court"
"Introduction and passing of the Appropriation (No.4) Bill, 2015. ",15-12-2015,JAITLEY SHRI ARUN,
"Introduction and passing of the Appropriation (No.5) Bill, 2015. ",15-12-2015,JAITLEY SHRI ARUN,
"Discussion on the motion for consideration of the Sugar Cess (Amendment) Bill, 2015 (Discussion concluded). ",15-12-2015,"Singh Shri Hukum,Mondal Smt. Pratima,Raut Shri Vinayak Bhaurao,Reddy Shri Konda Vishweshwar,Jena Shri Rabindra Kumar,Kumar Shri Kaushalendra,Paswan Shri Ram Vilas,Paswan Shri Ram Vilas,Biju Shri Parayamparanbil Kuttappan,Rao (Avnthi) Shri Muthamsetti Srinivasa","Agricultural Insurance,Agricultural Sector,Arrears,Economic and Social Development,Import Restrictions,Modernization,Sugar Industry,Remunerative Prices,Industrial Revival,Cess,Sugar Mills,Loan Waiving,Food Security,Crop Damages,Public Distribution System,Farmers' Welfare,Minimum Support Prices"
"Introduction of the Atomic Energy (Amendment) Bill, 2015. ",14-12-2015,"Chautala Shri Dushyant,Patel Shri Prahlad Singh,Mann Shri Bhagwant,Kumar Dr. Arun,Sundaram Shri P.R.,Shetty Shri Gopal Chinayya,Galla Shri Jayadev,Raut Shri Vinayak Bhaurao,Reddy Shri Konda Vishweshwar,Roy Prof. Saugata,Satpathy Shri Tathagata,Rajesh Shri M. B.,Subbareddy Shri Yerram Venkata,Ranjan (Pappu Yadav) Shri Rajesh,Singh Shri Jitendra,Singh Shri Jitendra,Wanaga Shri Chintaman Navsha","Foreign Investments,Indian Oil Corporation,Joint Ventures,Liability,Natural Disasters,NTPC,Nuclear Power,Nuclear Reactors,Safety Measures,Uranium,Public Sector Undertakings,Privatization,Private Companies,Foreign Direct Investment (FDI),Nuclear Programme"
"Amendments made by Rajya Sabha to the Negotiable Insturements (Amendment) Bill, 2015 (Agreed to). ",11/12/2015,Sinha Shri Jayant,
"Introduction of the Sugar Cess (Amendment) Bill, 2015. ",11/12/2015,Paswan Shri Ram Vilas,
"Further discussion on the motion for consideration of the Commercial Courts, Commercial Division and Commercial Appellate Division of High Courts Bill, 2015 (Debate postponed). ",10/12/2015,"Chaudhary Shri P.P.,Gowda Shri D.V. Sadananda,Rudy Shri Rajiv Pratap",
"Discussion on the motion for consideration of the Industries (Development and Regulation) Amendment Bill, 2015 (Discussion concluded). ",10/12/2015,"Patel Shri Prahlad Singh,Rajoria Dr. Manoj,Satpathy Shri Tathagata,Biju Shri Parayamparanbil Kuttappan,Pandula Dr. Ravindra Babu ,Adsul Shri Anandrao ,Pal Shri Jagdambika,SITHARAMAN SMT. NIRMALA,SITHARAMAN SMT. NIRMALA","Alcohol,Fermentation,Industrial Development,Industrial Policy,Liquor,State List,Licensing Policy,Mafia,Industrial Revival,Goods and Services Tax (GST)"
Need to declare the Pipava seaport in Amreli  district of Gujarat  a Designated Port. ,10/12/2015,"Solanki Dr. Kirit Premjibhai,Kachhadia Shri Naranbhai",
"Further discussion on the motion for consideration of Indian Trusts (Amendment) Bill, 2015 moved by Shri Jayant Sinha on the 7th December, 2015. ",9/12/2015,"Chautala Shri Dushyant,Singh Shri Hukum,Chinnayan Shri S.Selvakumara,Sinha Shri Jayant,Sinha Shri Jayant,Raut Shri Vinayak Bhaurao,Boianapalli Shri Vinod Kumar,Rai Shri Prem Das,Kumar Shri Kaushalendra,Reddy Shri Mekapati Rajamohan,Mahtab Shri Bhartruhari,Biju Shri Parayamparanbil Kuttappan,Pandula Dr. Ravindra Babu ,Ranjan (Pappu Yadav) Shri Rajesh","Act Amendment,Black Money,Foreign Investments,Investments,Law Commission,Tax Exemption,Taxation,Trusts,Wakf Property,Corporate Sector,Charitable Institutions,Fraudulant Practices,Public Trust,Government Schemes,Private Trust"
"The Minister of Law and Justice laid a Statement showing reasons for immediate legislation by promulgation of the Commercial Courts, Commercial Division And Commercial Appellate Division Of High Courts Ordinance,2015 (No. 8 of 2015). ",7/12/2015,Gowda Shri D.V. Sadananda,
"Introduction of the Payment of Bonus (Amendment) Bill, 2015. ",7/12/2015,Dattatreya Shri Bandaru,
"Introduction of the  Industries (Development and Regulation) Amendment Bill, 2015 ",7/12/2015,0,
"Introduction of the Atomic Energy (Amendment) Bill, 2015. ",7/12/2015,Singh Shri Jitendra,
"The High Court and Supreme Court judges (salary and conditions of service) amendment bill, 2015",7/12/2015,"Chaudhary Shri P.P.,Dubey Shri Nishikant ,Moily Dr. M. Veerappa,Gowda Shri D.V. Sadananda,Gowda Shri D.V. Sadananda,Gowda Shri D.V. Sadananda,Sanghamita Dr.(Smt.) Mamtaz,Raut Shri Vinayak Bhaurao,Shanavas Shri M. I.,Premachandran Shri N.K.,Boianapalli Shri Vinod Kumar,Kumar Shri Kaushalendra,Satpathy Shri Tathagata,Satpathy Shri Tathagata,Thambi durai, Dr. M.,Sampath Shri Anirudhan,Sampath Shri Anirudhan,Yadav Shri Hukmdev Narayan,Kamaraaj Dr. K.,Pandula Dr. Ravindra Babu ,Singh Shri Raj Kumar","Advocates,Autonomy,Decentralization,Judges,Judiciary,Law Commission,Lawyers,Pay Commission,Pension Schemes,Social Justice,Accountability,Court Benches,Appointment,Judicial System,Vacancies,Allowances,SC & ST,Judicial Administration,Retirement Benefits,Decentralisation,Right to Information Act,Collegium System"
"Discussion on the motion for consideration of the Indian Trusts (Amendment) Bill, 2015 (Discussion not concluded). ",7/12/2015,Sinha Shri Jayant,
"Introduction of  ''The High Court And Supreme Court Judges (Salaries And Conditions Of Service) Amendment Bill, 2015. ",4/12/2015,"Singh Shri Satya Pal,Gowda Shri D.V. Sadananda,Banerjee Shri Kalyan,Kamaraaj Dr. K.","Advocates,Indian Civil Service,Judges,Judicial Services,Pension,Appointment,Judicial System,Allowances,Pending Cases,Retirement Age"
"Introduction of the Arbitration and Conciliation (Amendment) Bill, 2015. ",3/12/2015,Gowda Shri D.V. Sadananda,High Court
"Further discussion on the motion for consideration of Bureau of Indian Standards Bill, 2015, moved by Shri Ram Vilas Paswan on the 2nd December, 2015 (Discussion concluded and Bill Passed). ",3/12/2015,"Chaudhary Shri P.P.,Jaiswal Dr. Sanjay,Mann Shri Bhagwant,Dubey Shri Nishikant ,Raajhaa Shri Anwhar,Sanghamita Dr.(Smt.) Mamtaz,Shetty Shri Gopal Chinayya,Galla Shri Jayadev,Yadav Shri Akshay,Mukherjee Shri Abhijit,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Jena Shri Rabindra Kumar,Roy Prof. Saugata,Kumar Shri Kaushalendra,Reddy Shri Mekapati Rajamohan,Paswan Shri Ram Vilas,Paswan Shri Ram Vilas,Biju Shri Parayamparanbil Kuttappan,Biju Shri Parayamparanbil Kuttappan,Thomas Prof. Kuruppassery Varkey,Basheer Shri E. T. Mohammed,Tripathi Shri Sharad,Sawant Shri Arvind Ganpat,Kataria Shri Rattan Lal,Kataria Shri Rattan Lal,Birla Shri Om,Rori Shri Charanjeet Singh,Chowdhury Shri Adhir Ranjan,","Adulteration,Advertisements,Agricultural Products,Export Promotion,Indian Standards Institution,Pesticide Residues,Production Standards,Quality Standards,Research and Development,Service Industry,Compensations,World Trade Organisation (WTO),Health Care,Monitoring Mechanism,Licence,Punishments,Fraudulant Practices,Make-in-India,International Quality Standards,Testing Laboratory,Hallmarking,Self-Certification,National Standard Bureau,Quality Products,Organic Products"
"Discussion on the motion for consideration of the High Court and Supreme Court Judges (Salaries and Conditions of Service) Amendment Bill, 2015 (Discussion not concluded). ",3/12/2015,Gowda Shri D.V. Sadananda,
"Discussion on the motion for consideration of the Carriage By Air (Amendment) Bill, 2015.",2/12/2015,"Hari Shri G.,Pusapati Shri Ashok Gajapati Raju,Pusapati Shri Ashok Gajapati Raju,Rudy Shri Rajiv Pratap,Thota Shri Narasimham,Premachandran Shri N.K.,Goud Dr. Boora Narsaiah,Samal Dr. Kulamani,Kumar Shri Kaushalendra,Reddy Shri Mekapati Rajamohan,Khan Shri Md. Badariddoza,Antony Shri Anto ,Mandal Dr. Tapas,Tripathi Shri Sharad","Air Force,Air Freight,Air Traffic,Civil Aviation,Compensation,International Airports,Safety Measures,Security Measures,Service Industry,Tourism Development,Air Services,Public Private Partnership (PPP)"
"Discussion on the motion for consideration of the Bureau of Indian Standards Bill, 2015 (Discussion not concluded).",2/12/2015,Paswan Shri Ram Vilas,"Bureau Of Indian Standards,Indian Standards Institution,Quality Standards,Penalty,Punishments,Hallmarking"
"Introduction of the High Court and Supreme Court Judges (Salaries and Conditions of Service) Amendment Bill, 2015.",13-08-2015,Gowda Shri D.V. Sadananda,
"Introduction of the Indian Trusts (Amendment) Bill, 2015.",13-08-2015,Sinha Shri Jayant,
"Introduction of the Consumer Protection Bill, 2015. ",10/8/2015,Paswan Shri Ram Vilas,
"Introduction of the Merchant Shipping (Amendment)  Bill, 2015. ",10/8/2015,Radhakrishnan Shri Pon,
"Introduction of the Bureau of Indian Standards Bill, 2015.",7/8/2015,Paswan Shri Ram Vilas,
"Introduction of the Carriage by Air (Amendment) Bill, 2015.",7/8/2015,Pusapati Shri Ashok Gajapati Raju,
"Discussion on the Resolution on the Negotiable Instruments (Amendment) Ordinance and statutory resolution regarding disapproval of negotiable instruments (Amendment) ordinance and negotiable instruments (Amendment) Bill, 2015 (Motion adopted) ",6/8/2015,"Patel Shri Prahlad Singh,Senguttuvan Shri Balasubramaniam,Velagapalli Dr. Vara Prasadarao,Sinha Shri Jayant,Sinha Shri Jayant,Galla Shri Jayadev,Goud Dr. Boora Narsaiah,Satpathy Shri Tathagata,Adsul Shri Anandrao ,Devi Smt. Rama,JAITLEY SHRI ARUN","Banking Law,First Information Report (FIR),Cheques,Dishonour,Electronic Clearing"
"Discussion of the Repealing and Amending (Fourth) Bill, 2015.(motion adopted)",6/8/2015,"Singh Shri Satya Pal,Gowda Shri D.V. Sadananda,Gowda Shri D.V. Sadananda,Udhayakumar Shri M.,Boianapalli Shri Vinod Kumar,Satpathy Shri Tathagata,Singh Shri Ganesh","Act Repealment,Appropriation Bill,Child Labour,Indian Penal Code,Law Commission,Patents,Information Technology,Uniform Civil Code,Obsolete Law"
Further discussion on the sustainable development goals raised by Shri Ramesh Pokhriyal Nishank (not concluded)..,6/8/2015,"Patel Shri Prahlad Singh,Nishank Dr. Ramesh Pokhriyal,Galla Shri Jayadev,Samal Dr. Kulamani,S.R. Shri Vijay Kumar","Company Law,Earthquakes,Environmental Degradation,Expressways,Forestry,Hailstorm,Health Hazards,Industrialization,Inflation,Literacy,Natural Calamities,Right to Education,Right to Information,Sanitation Services,Toilet Preparations,Optical Fibers,Non-Governmental Organisations (NGO),MPLADS,Women Empowerment,Women's Reservation,Resettlement Policy,Millennium Development Goal,Pradhan Mantri Jan Dhan Yojana,Swachh Bharat Abhiyan"
"Introduction and passing of the Appropriation (No. 3) Bill, 2015. ",5/8/2015,JAITLEY SHRI ARUN,
"Further discussion on the motion for consideration of the Delhi High Court (Amendment) Bill, 2015 as passed by Rajya Sabha, moved by Shri D.V. Sadananda Gowda on 27th July, 2015 (Discussion Concluded and Bill Passed). ",5/8/2015,"Chaudhary Shri P.P.,Gowda Shri D.V. Sadananda,Natterjee Shri J. Jayasingh Thiyagaraj,Velagapalli Dr. Vara Prasadarao,Satpathy Shri Tathagata,Bidhuri Shri Ramesh,Patel Smt. Anupriya Singh,Pal Shri Jagdambika","Poor,Appointment,Judicial System,Pending Cases,Centrally Sponsored Schemes,High Court,Justice,Court Jurisdiction,Court Cases"
"APPROPRIATION (RAILWAYS) NO. 3 BILL, 2015.(motion adopted)",4/8/2015,PRABHU SHRI SURESH,
"The scheduled castes and scheduled tribes (prevention of atrocities) Amendment Bill, 2014. (motion adopted)",4/8/2015,"Velagapalli Dr. Vara Prasadarao,Singh Dr. Yashwant,Misra Shri Ajay (Teni),Malyadri Shri Sriram,Phoole Sushree Sadhvi Savitri Bai,Majhi Shri Balabhadra,Solanki Dr. Kirit Premjibhai,Gopal Dr. K.,Pandula Dr. Ravindra Babu ,Patole Shri Nanabhau Falgunrao,Sawant Shri Arvind Ganpat,Kataria Shri Rattan Lal,Kashyap Shri Virender,Devi Smt. Rama,GEHLOT SHRI THAAWAR CHAND,GEHLOT SHRI THAAWAR CHAND","Civil Rights,Defamation,Educational Facilities,Pension Schemes,Rape,Tribal Areas,Tribal Sub Plan,Untouchability,Sexual Harassment,Dalits,Disparity,Other Backward Classes (OBCs),Reservation Bill,Self Employment,Pradhan Mantri Jan Dhan Yojana"
"Introduction of the Repealing and Amending (Fourth) Bill, 2013. ",27-07-2015,Gowda Shri D.V. Sadananda,
"Introduction of the Negotiable Instruments (Amendment) Bill, 2015. ",27-07-2015,JAITLEY SHRI ARUN,
"Discussion on the motion for consideration of the Delhi High Court (Amendment) Bill, 2015 (Discussion not concluded). ",27-07-2015,"Gowda Shri D.V. Sadananda,Natterjee Shri J. Jayasingh Thiyagaraj,Lekhi Smt. Meenakashi","Pending Cases,Court Cases"
"Motion regarding Concurrence in Recommendation of Rajya Sabha relating to Withdrawal of Negotiable Instruments (Amendment) Bill, 2015 (Motion Adopted). ",23-07-2015,JAITLEY SHRI ARUN,
"Withdrawn of the Repealing and Amending (Third) Bill, 2015. ",23-07-2015,Gowda Shri D.V. Sadananda,
"Discussion on Negotiable Instruments (Amendment) Bill, 2015.",13-05-2015,"Chautala Shri Dushyant,Chaudhary Shri P.P.,Singh Shri Hukum,Chinnayan Shri S.Selvakumara,Shewale Shri Rahul Ramesh,Velagapalli Dr. Vara Prasadarao,Sinha Shri Jayant,Sinha Shri Jayant,Sinha Shri Jayant,Raj Dr. Udit,Shanavas Shri M. I.,Ahluwalia Shri S.S.,Hikaka Shri Jhina ,Boianapalli Shri Vinod Kumar,Sampath Shri Anirudhan,Sampath Shri Anirudhan,Bose Prof. (Dr.) Sugata,Bose Prof. (Dr.) Sugata,Pandula Dr. Ravindra Babu ,Singh Shri Raj Kumar,George Shri (Adv.) Joice","Air Fares,Cases Pending,Financial Institutions,Fund Allocation,Judicial Reforms,Money Lending,Defaulters,Electronic Transactions,Digital Signatures,Cheques,Dishonour,Loan Recovery,Bank Loan,Fast Track Court,Sansad Adarsh Gram Yojana,Pradhan Mantri Jan Dhan Yojana"
"Introduction of the Whistle Blowers Protection (Amendment) Bill, 2015.",13-05-2015,"Chaudhary Shri P.P.,Jaiswal Dr. Sanjay,Dubey Shri Nishikant ,Shewale Shri Rahul Ramesh,Dev Km. Sushmita,Reddy Shri A.P. Jithender,Kalvakuntla Smt. Kavitha,Roy Prof. Saugata,Kharge Shri Mallikarjun ,Mahtab Shri Bhartruhari,Karunakaran Shri P.,Sampath Shri Anirudhan,Kamaraaj Dr. K.,Pandula Dr. Ravindra Babu ,Birla Shri Om,Singh Shri Jitendra,Singh Shri Jitendra,Singh Shri Jitendra,Pal Shri Jagdambika,Chowdhury Shri Adhir Ranjan","National Highways,National Security,Official Secrets Act,Preventive Detention,Special Protection Group,Corruption,Public Interest Litigation (PIL),Incentives,Standing Committee,Foreign Direct Investment (FDI),Caste System,Petrol Pumps,Right to Information Act,Fast Track Court,Central Information Commission"
"Introduction of the Repealing and Amending (Third) Bill, 2015.",13-05-2015,Gowda Shri D.V. Sadananda,
"Motion to consider Benami Transactions (Prohibition) Amendment Bill, 2015.",13-05-2015,"Sinha Shri Jayant,Rudy Shri Rajiv Pratap",
"Motion to consider (i) Compensatory Afforestation Fund Bill, 2015, (ii) National Waterways Bill, 2015, (iii) Micro, Small and Medium Enterprises Development (Amendment) Bill, 2015.",13-05-2015,"Rudy Shri Rajiv Pratap,Kharge Shri Mallikarjun ,Mahtab Shri Bhartruhari",
"Agreed to the Amendment made by the Rajya Sabha to the Companies (Amendment) Bill, 2014.",13-05-2015,JAITLEY SHRI ARUN,
Speaker made Valedictory Reference on the conclusion of fourth Session of the Sixteenth Lok Sabha.,13-05-2015,Secretary-General ,
"Motion regarding concurrence in recommendation of Rajya Sabha relating to withdrawal of Motor Vehicles (Amendment) Bill, 1988 (Motion Adopted).",12/5/2015,Radhakrishnan Shri Pon,
