Title,Date,Participants,Ref.Keywords
"Introduction of the Physiotherapy Central Council Bill, 2017. ",43167,Solanki Dr. Kirit Premjibhai,"Educational Development,Quality Standards,Education & Training"
"Introduction of the Mental Healthcare (Amendment) Bill, 2017 (Amendment of section 3, etc.)",43167,Solanki Dr. Kirit Premjibhai,"Disabled Care,Health Facilities,Mental Illness"
"Introduction of the Wild Life (Protection) Amendment Bill, 2017 (Insertion of new chapter IV D)",43167,Solanki Dr. Kirit Premjibhai,"Fund Allocation,Wildlife Conservation,Bio-diversity,Eco-tourism"
"Introduction of the Tuberculosis (Prevention and Control) Bill, 2017. ",43167,Solanki Dr. Kirit Premjibhai,"Medical Facilities,Medical Treatment,Medical Diagnosis"
"Introduction of the Right to Free and Compulsory Education for Children of Farmers Living in Drought Prone Areas Bill, 2018. ",43167,Khaire Shri Chandrakant Bhaurao,"Child Development,Child Education"
"Introduction of the Unlawful Activities (Prevention) Amendment Bill, 2018 (Insertion of new sections 23 A to 23 C )",43167,Khaire Shri Chandrakant Bhaurao,"Special Courts,Terrorism"
"Introduction of the Juvenile Justice (Care and Protection of Children) Amendment Bill, 2018 (Insertion of new section 15 A)",43167,Khaire Shri Chandrakant Bhaurao,"Juvenile Delinquency,Punishment,Crime Control"
"Introduction of the Thalassemia Prevention Bill, 2018. ",43167,Gandhi Dr. Dharam Vira,"Genetic Disorder,Preventive Measures"
"Introduction of the Constitution (Amendment) Bill, 2018 (Amendment of article 124)",43167,Shetty Shri Gopal Chinayya,Judges
"Introduction of the Special Marriage Amendment Bill, 2018 (Amendment of section 4)",43167,Shetty Shri Gopal Chinayya,
"Introduction of the Housing Facility for Destitute Senior Citizens, Widows and Orphan Children Bill, 2018. ",43167,Mahadik Shri Dhananjay Bhimrao,"Orphanages,Basic Amenities"
"Introduction of the Historical Heritage Conservation Bill, 2018. ",43167,Mahadik Shri Dhananjay Bhimrao,"Conservation Of Cultural Heritage,Monuments,Preservation of Cultural Heritage"
"Introduction of the Compulsory Career Guidance Bill, 2017. ",43167,Dhruvanarayana Shri Rangaswamy,"Employment,Technical Education,Counselling"
"Introduction of the National Poverty Alleviation Fund Bill, 2018",43167,Goud Dr. Boora Narsaiah,"Economic and Social Development,Financial Assistance,Below Poverty Line"
"Introduction of the Reservation of Vacancies in Posts and Services for Economically Backward Farmers Bill, 2018. ",43167,Goud Dr. Boora Narsaiah,Farmers' Welfare
"Introduction of the Representation of the People (Amendment) Bill, 2018 (Insertion of new section 29AA)",43167,Goud Dr. Boora Narsaiah,"Election Campaigning,News Media,Social Media"
"Introduction of the Constitution (Amendment) Bill, 2017 (Amendment of article 124)",43167,Lekhi Smt. Meenakashi,"Backlog Vacancies,Pending Cases,Retirement Benefits"
"Introduction of the Constitution (Amendment) Bill, 2017 (insertion of new article 324A)",43167,Lekhi Smt. Meenakashi,"Elections,Bye-elections"
"Introduction of the Constitution (Amendment) Bill, 2017 (Amendment of article 124)",43167,Lekhi Smt. Meenakashi,"Judges,Supreme Court,High Court"
"Introduction of the Constitution (Scheduled Castes) (Union Territories) Order (Amendment) Bill, 2018 (Amendment of the Schedule)",43167,Lekhi Smt. Meenakashi,
"Introduction of the Payment of Compensation to Victims of Vermin Wild Animals and Crop Raid Bill, 2017. ",43167,George Shri (Adv.) Joice,
"Introduction of theNational Green Tribunal (Amendment) Bill, 2017 (Amendment of section 5, etc.) ",43167,George Shri (Adv.) Joice,"Compensation,Environmental Laws"
"Introduction of the River (Conservation and Elimination of Pollution) Bill, 2018. ",43167,Shrirang Shri Chandu Barne,"Pollution Control,River Pollution,River Cleaning"
"Introduction of the Medical Termination of Pregnancy (Amendment) Bill, 2018 (Amendment of s ection 3, etc.)",43167,Shrirang Shri Chandu Barne,"Disability,Legal Abortion,Rape"
"Introduction of the Solar Energy Promotion Bill, 2018. ",43167,Shrirang Shri Chandu Barne,"Solar Power Plants,Environment Conservation,Global Warming"
"Introduction of the Rural Labour Welfare Bill, 2018. ",43167,Shrirang Shri Chandu Barne,"Employment,Wages,Welfare Measures"
"Introduction of the Constitution (Amendment) Bill, 2017 (insertion of new article 21B)",43167,Singh Shri Sushil Kumar,"Health Insurance,Medical Facilities,Health Care"
"Introduction of the Code of Criminal Procedure (Amendment) Bill, 2017 (Amendment of section 451)",43167,Singh Shri Sushil Kumar,Movable Property
"Introduction of the Fluoride Contamination (Prevention) Bill, 2017. ",43167,Reddy Shri Ch. Malla,"Ground Water,Water Contamination,Safe Drinking Water,Driniking Water"
"Introduction of the Bamboo, Cane, Screw Pine and Mat Weavers and Workers (Welfare) Bill, 2017. ",43167,Sampath Shri Anirudhan,"Bamboo Based Industry,Development Plans,Skilled Workers,Weavers Welfare Measures"
"Introduction of the Reserve Bank of India (Amendment) Bill, 2017 (Amendment of section 2, etc.) ",43167,Reddy Shri Konda Vishweshwar,"Banking Systems,Banks"
"Introduction of the Rainwater (Harvesting and Storage) Bill, 2017. ",43167,Sampath Shri Anirudhan,"Waste Recycling,Water Conservation"
"Introduction of the Renewable Energy Resources Commission Bill, 2017. ",43167,Singh Shri Sunil Kumar,"Environmental Protection,Fossil Fuels,Natural Resources,Petroleum Products"
"Introduction of the Constitution (Amendment) Bill, 2017 (Amendment of article 19)",43167,Reddy Shri Konda Vishweshwar,Freedom Of Speech
"Introduction of the Companies (Amendment) Bill, 2018 (Amendment of section 134)",43167,Birla Shri Om,Corporate Social Responsibility
"Introduction of the Representation of the People (Amendment) Bill, 2017 (insertion of new section 75B)",43167,Ering Shri Ninong,
"Introduction of the Press Council (Amendment) Bill, 2017 (Amendment of section 2, etc.)",43167,Ering Shri Ninong,"Mass Media,News Agencies"
"Introduction of the Right to Public Services Bill, 2017. ",43167,Ering Shri Ninong,Corruption
"Introduction of the Menstruation Benefits Bill, 2017. ",43167,Ering Shri Ninong,"Women Welfare,Working Women"
"Introduction of the Clinical Establishments (Registration and Regulation) Amendment Bill, 2018 (Amendment of section 5, etc.)",43167,Chautala Shri Dushyant,"Medical Facilities,Medical Treatment,Health Care"
"Introduction of the Right to Information (Amendment) Bill, 2018 (Amendment of sections 4 And 18)",43167,Chautala Shri Dushyant,Updation
"Introduction of the Extension of Central Government Health Scheme to every District Headquarter Bill, 2018. ",43167,Mullappally Shri Ramachandran,"Medical Reimbursement,Medical Treatment"
"Introduction of the Protection of Plants Bill, 2018. ",43167,Mullappally Shri Ramachandran,"Nature Conservation,Nature Protection,Environment Conservation"
"Introduction of the Prevention of Begging Bill, 2018. ",43167,Singh Shri Sunil Kumar,"Beggars & Begging,Education & Training"
"Introduction of the Women Farmers Entitlements Bill, 2018. ",43167,Singh Shri Sunil Kumar,"Rural Workers,Women Workers"
"Introduction of the Constitution (Amendment) Bill, 2018 (Amendment of article 15, etc.). ",43167,Mishra Shri Bhairon Prasad,"Discrimination,Disabled,Right to Equality"
"Introduction of the Right of Children to Free and Compulsory Education (Amendment) Bill, 2018 (Amendment of article 2 etc.) ",43167,Mishra Shri Bhairon Prasad,"Educational Standard,Quality Education"
"Introduction of the Indian Penal Code (Amendment) Bill, 2018 (Amendment of section 141)",43167,Mishra Shri Bhairon Prasad,"Fundamental Rights,State Intervention"
"Introduction of the Labour (Welfare and Rehabilitation) Bill, 2018. ",43167,Mishra Shri Bhairon Prasad,"Social Security,Welfare Schemes"
"Introduction of the Promotion and Protection of Intangible Cultural Heritage Bill, 2018. ",43167,Chandel Kunwar Pushpendra Singh,Preservation of Cultural Heritage
"Introduction of the Special Infrastructure Development in Economically Backward Regions Bill, 2018. ",43167,Chandel Kunwar Pushpendra Singh,"Area Development,Backward Classes,Development Projects,Road Development,Railway Development"
"Introduction of the Betel Growers (Remunerative Price and Welfare) Bill, 2018. ",43167,Chandel Kunwar Pushpendra Singh,"Agricultural Development,Crop Protection"
"Introduction of the Ancient Monuments Preservation (Amendment) Bill, 2018 (insertion of new sections 20D and 20E)",43167,Mullappally Shri Ramachandran,Maintenance and Repair
"Introduction of the Prevention of Food Adulteration (Amendment) Bill,2018 (Amendment of section 2, etc.)",43167,Mullappally Shri Ramachandran,"Food Contamination,Artificial Ripening,Hazardous Chemicals"
"Introduction of the Central Sanskrit University Bill, 2018. ",43167,Chandel Kunwar Pushpendra Singh,"Language Promotion,Sanskrit Language"
"Introduction of the Prevention of Bribery in Private Sector Bill, 2018. ",43167,Raj Dr. Udit,Corruption
"Introduction of the Working Women (Basic Facilities and Welfare) Bill, 2018. ",43167,Raj Dr. Udit,"Social Security,Women Welfare,Basic Amenities"
"Introduction of the Special Courts for Women Bill, 2018. ",43167,Raj Dr. Udit,Women Welfare
"Introduction of the National Agriculture and Farmers Commission Bill, 2018. ",43167,Nagar Shri Rodmal,"Agricultural Development,Farmers' Welfare"
"Introduction of the Divorcee Women Welfare Bill, 2018. ",43167,Raj Dr. Udit,"Financial Assistance,Basic Amenities"
"Introduction of the Prevention of Torture Bill, 2018. ",43167,Yadav Shri Om Prakash,
"Introduction of the Prevention of Enforced Disappearance Bill, 2018. ",43167,Yadav Shri Om Prakash,Punishment
"Introduction of the Educational Innovations Commission Bill, 2018. ",43167,Yadav Shri Om Prakash,"Educational Development,Educational Systems"
"Introduction of the Victims of Terrorism (Provision of Compensation and Welfare Measures) Bill, 2018. ",43167,Bidhuri Shri Ramesh,Compensation
"Introduction of the Abolition of Child Labour Bill, 2018. ",43167,Bidhuri Shri Ramesh,"Compulsory Education,Rehabilitation,Poverty Eradication"
"Introduction of the Provision of Health Card (for Persons living below poverty line) Bill, 2018. ",43167,Shinde Dr. Shrikant Eknath,"Medical Facilities,Medical Treatment,Health Care"
"Introduction of the Maintenance of Food, Potable Water and Fodder Supplies in Drought Affected Areas Bill, 2018. ",43167,Shinde Dr. Shrikant Eknath,"Livestock,Natural Calamities"
"Introduction of the Ocean Thermal Energy Conversion Bill, 2018. ",43167,Shinde Dr. Shrikant Eknath,"Environmental Pollution,Environmental Protection,Environment Conservation"
"Introduction of the Code of Criminal Procedure (Amendment) Bill, 2018 (Amendment of the first schedule)",43167,Agrawal Shri Rajendra,
"Introduction ofthe Constitution Amendment Bill, 2018 (Amendment of article 75 etc.)",43167,Agrawal Shri Rajendra,"Women's Rights,Reservation,Right to Equality"
"Introduction of the Compulsory Teaching of Environmental Education in Educational Institutions Bill, 2018. ",43167,Agrawal Shri Rajendra,"Environmental Education,Environment Conservation"
"Introduction of the Child Welfare Bill, 2018. ",43167,Sharma Shri Jugal Kishore,"Child Development,Malnutrition,Basic Amenities,Child Health"
"Introduction of the Constitution Amendment Bill, 2018 (Amendment of Eighth Schedule)",43167,Singh Shri Sushil Kumar,Language Promotion
"Introduction of the Farmerâ€™s Freedom from Indebtness Bill, 2018. ",43167,Shetti Shri Raju alias Devappa Anna,"Loans,Relief Measures,Farmers' Welfare,Natural Disaster Relief"
"Introduction of the Farmers' Right to Guaranteed Remunerative Minimum Support Prices for Agriculture Commodities Bill, 2018. ",43167,Shetti Shri Raju alias Devappa Anna,"Production Costs,Farmers' Welfare"
"Introduction of the Population (Stabilization and Planning) Bill, 2018. ",43167,Singh Shri Sushil Kumar,"Family Planning,Population Control"
"Introduction of the Constitution Amendment Bill, 2018 (Amendment to the Seventh Schedule)",43167,,"Libraries,Public Libraries"
"Introduction of the Maintenance and Welfare of Parents and Senior Citizens (Amendment) Bill, 2018 (Insertion of new Chapter VA)",43167,Mahtab Shri Bhartruhari,"Old Age Benefits,Social Security,Welfare Measures"
"Introduction of the National Council for Professional Social Work Practitioners Bill, 2018. ",43167,,"Professional Education,Education & Training"
"Discussion on the motion for consideration of the Sixth Schedule to the Constitution (Amendment) Bill, 2015 (Bill under consideration). ",43167,"Chautala Shri Dushyant,Sampath Shri Anirudhan,Singh Shri Sunil Kumar,Pal Shri Jagdambika","Agricultural Development,Archaeological Sites,Development Programmes,Education,Employment Opportunities,Ethics,Panchayats,Sports Facilities,Tourism Promotion,Traditional Culture,Tribal Areas,Anti-Defection Law,North Eastern States,Women's Reservation,District Councils"
"Introduction of the Private Schools (Regulation of Fee) Bill, 2018. ",43167,Goud Dr. Boora Narsaiah,"Educational Institutions,Commercialisation"
Presentation of the 40th Report of the Committee on Private Membersâ€™ Bills and Resolutions. ,43284,"Thambi durai, Dr. M.",
"Introduction of the Payment of Subsistence Allowance to Farmers and Agricultural Labourers Bill, 2016",29-12-2017,Singh Dr. Bhola,"Agricultural Sector,Agricultural Growth,Farmers' Welfare"
"Introduction of the Victims of Natural Calamities (Rehabilitation and Financial Assistance) Bill, 2016",29-12-2017,Singh Dr. Bhola,"Rehabilitation,Financial Assistance"
"Introduction of the Indian Penal Code (Amendment) Bill, 2017 (Substitution of new sections for section 272 and 273). ",29-12-2017,Girri Shri Maheish,"Adulteration,Food Adulteration"
"Introduction of the Constitution (Amendment) Bill, 2017 (Amendment of article 39)",29-12-2017,Lekhi Smt. Meenakashi,
"Introduction of the Constitution (Amendment) Bill, 2017 (Amendment of article 102)",29-12-2017,Lekhi Smt. Meenakashi,"MP(s),Disqualification,Office of Profit"
"Introduction of the Indian Veterinary Council (Amendment) Bill, 2017 (Amendment of Sections 2 and 15)",29-12-2017,Lekhi Smt. Meenakashi,Colleges
"Introduction of the Constitution (Amendment) Bill, 2017 (Amendment of article 366)",29-12-2017,Lekhi Smt. Meenakashi,
"Introduction of the Constitution (Amendment) Bill, 2017 (Amendment of article 22)",29-12-2017,Jardosh Smt. Darshana Vikram,"Arrest,Police"
"Introduction of the Constitution (Amendment) Bill, 2017(Amendment of article 323B)",29-12-2017,Jardosh Smt. Darshana Vikram,"Accidents,Compensation"
"Introduction of the Constitution (Amendment) Bill, 2017 (Amendment of article 51A)",29-12-2017,Jardosh Smt. Darshana Vikram,
"Introduction of the Andhra Pradesh Reorganisation (Amendment) Bill, 2017 (Amendment of section 46, etc.)",29-12-2017,Galla Shri Jayadev,"Development Programmes,State Reorganisation"
"Introduction of the Special Financial Assistance to the State of Rajasthan Bill, 2017",29-12-2017,Rajoria Dr. Manoj,Development Programmes
"Introduction of the Constitution (Amendment) Bill, 2017(Insertion of new article 21B).",29-12-2017,Rajoria Dr. Manoj,"Health Facilities,Health Care"
"Introduction of the Armed Forces (One Rank One Pension) Bill, 2017",29-12-2017,Hooda Shri Deepender Singh,ex-Servicemen Welfare
"Introduction of the Academy of Scientific and Innovative Research (Amendment) Bill, 2017 (Insertion of new section 4J)",29-12-2017,Lakhanpal Shri Raghav,Medical Sciences
"Introduction of the Water Conservation Authority of India Bill, 2017",29-12-2017,Rajoria Dr. Manoj,"Water Shortage,Water Scarcity"
"Introduction of the High Courts (Use of Official Languages) Bill, 2017",29-12-2017,Rajoria Dr. Manoj,
"Introduction of the Prevention of Extravagance and Unlimited Expenditure on Marriages Bill, 2017",29-12-2017,Shetty Shri Gopal Chinayya,Dowry
"Introduction of the Constitution (Amendment) Bill, 2017 (Amendment of article 324)",29-12-2017,Pal Shri Jagdambika,Election Commission
"Introduction of the Code of Criminal Procedure (Amendment) Bill, 2017 (Amendment of section 125)",29-12-2017,Pal Shri Jagdambika,"Financial Aspects,Maintenance Allowance,Wife"
"Introduction of the Indian Penal Code (Amendment) Bill, 2017 (Substitution of new section for section 497)",29-12-2017,Pal Shri Jagdambika,Adultery
